index,QaA,QaE,QbA,QbE,QcA,QcE,QdA,QdE,QeA,QeE,QfA,QfE,QgA,QgE,QhA,QhE,QiA,QiE,QjA,QjE,QkA,QkE,QlA,QlE,QmA,QmE,QnA,QnE,QoA,QoE,QpA,QpE,QqA,QqE,QrA,QrE,QsA,QsE,QtA,QtE,age_group,education,engnat,familysize,gender,hand,married,race,religion,tp01,tp02,tp03,tp04,tp05,tp06,tp07,tp08,tp09,tp10,urban,voted,wf_01,wf_02,wf_03,wr_01,wr_02,wr_03,wr_04,wr_05,wr_06,wr_07,wr_08,wr_09,wr_10,wr_11,wr_12,wr_13
62,2.0,879,5.0,737,5.0,728,1.0,696,3.0,1952,1.0,862,5.0,635,1.0,1076,1.0,2834,5.0,968,5.0,1368,3.0,1078,5.0,567,1.0,485,5.0,577,5.0,691,1.0,685,5.0,1232,5.0,492,5.0,738,20s,2,2,2,Female,1,1,White,Agnostic,6,0,0,1,1,0,0,3,6,1,3,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1
63,3.0,2216,1.0,3944,4.0,4568,1.0,1212,5.0,3991,1.0,2123,4.0,7529,1.0,2568,1.0,3215,1.0,1413,5.0,2363,5.0,1618,2.0,3071,4.0,1865,2.0,4234,1.0,1229,4.0,2492,4.0,7125,3.0,1965,1.0,1722,60s,4,1,5,Male,1,1,White,Agnostic,5,1,1,0,5,1,1,5,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
64,1.0,255,4.0,827,4.0,536,1.0,544,3.0,530,1.0,415,2.0,405,3.0,959,2.0,1027,3.0,895,2.0,459,5.0,548,5.0,777,2.0,509,5.0,640,5.0,480,1.0,425,1.0,426,5.0,305,3.0,939,10s,2,2,1,Male,1,1,White,Atheist,1,1,4,1,1,6,5,2,5,6,1,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1
65,2.0,506,2.0,1003,4.0,909,5.0,574,1.0,1846,4.0,1738,5.0,695,1.0,1211,5.0,1907,1.0,1585,5.0,835,4.0,1217,5.0,1283,4.0,361,1.0,1666,2.0,1080,5.0,668,4.0,1902,4.0,706,4.0,670,20s,2,1,2,Male,1,2,White,Jewish,3,5,4,6,2,0,4,0,0,5,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
66,1.0,5495,2.0,5186,5.0,1274,1.0,1229,3.0,3741,4.0,1726,5.0,1757,5.0,3026,4.0,4907,4.0,3750,4.0,4343,5.0,1103,5.0,1427,4.0,587,2.0,2788,4.0,1440,4.0,1657,3.0,2606,1.0,1970,5.0,926,30s,3,1,2,Male,2,2,White,Christian_Catholic,4,6,0,6,1,4,3,2,0,5,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1
67,4.0,810,1.0,1110,4.0,1843,2.0,2166,1.0,876,4.0,1373,4.0,1636,1.0,1027,5.0,1257,1.0,1108,5.0,1013,2.0,1121,1.0,686,5.0,933,1.0,856,1.0,800,5.0,779,5.0,2016,1.0,1544,1.0,1015,50s,3,2,5,Female,1,2,Asian,Christian_Catholic,5,6,0,6,1,2,0,5,0,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,4.0,2490,5.0,1330,5.0,569,1.0,803,2.0,3850,1.0,1564,1.0,726,2.0,1781,1.0,2774,5.0,1553,2.0,2075,5.0,1061,5.0,602,1.0,963,4.0,1677,4.0,4089,1.0,1879,1.0,1056,5.0,854,5.0,1247,10s,2,1,2,Male,1,1,White,Agnostic,4,1,1,1,3,1,2,2,4,2,3,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
69,4.0,792,2.0,1641,4.0,1275,1.0,972,2.0,1707,2.0,668,5.0,1024,1.0,2160,4.0,1820,1.0,1465,5.0,603,4.0,2013,1.0,951,2.0,935,2.0,1648,1.0,1293,5.0,458,5.0,986,5.0,1310,1.0,1172,60s,2,2,5,Female,1,3,White,Christian_Catholic,5,1,0,1,1,0,0,6,4,1,3,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
70,1.0,823,1.0,765,3.0,1530,5.0,1579,1.0,1190,2.0,1888,2.0,1423,2.0,3332,4.0,5607,4.0,1596,5.0,1392,4.0,2557,2.0,1700,4.0,915,1.0,1361,1.0,694,5.0,825,2.0,1715,4.0,1098,2.0,2002,+70s,4,1,3,Male,1,2,Other,Christian_Protestant,5,6,1,2,1,0,2,6,1,3,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1
71,1.0,507,1.0,1159,2.0,838,2.0,859,4.0,1499,2.0,631,5.0,917,2.0,1445,5.0,2300,4.0,1462,4.0,985,5.0,974,1.0,721,5.0,423,4.0,993,2.0,876,2.0,821,5.0,1083,2.0,657,2.0,2466,40s,3,2,3,Male,2,2,White,Agnostic,1,2,1,5,0,6,1,6,3,6,3,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1
72,1.0,376,1.0,1393,3.0,1139,3.0,494,1.0,664,1.0,481,2.0,1013,2.0,1077,4.0,1285,1.0,933,3.0,965,3.0,1374,3.0,833880,4.0,356,4.0,819,2.0,891,2.0,330,5.0,907,3.0,396,2.0,926,20s,4,1,2,Male,2,2,White,Atheist,3,0,4,2,0,2,5,1,1,5,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
73,1.0,740,4.0,1733,2.0,1247,1.0,1141,1.0,1633,2.0,1690,4.0,1397,2.0,2451,2.0,2365,3.0,2696,3.0,3027,1.0,2035,3.0,1185,2.0,979,2.0,1454,4.0,1274,3.0,1388,2.0,2468,4.0,1277,4.0,1313,20s,4,2,2,Male,1,1,White,Atheist,5,4,1,4,2,5,5,4,1,2,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
74,1.0,39,1.0,37,1.0,45,1.0,38,1.0,57,1.0,37,1.0,35,1.0,38,1.0,42,1.0,42,1.0,38,1.0,32,1.0,38,1.0,38,1.0,38,1.0,263,1.0,41,1.0,49,1.0,37,1.0,42,50s,4,1,2,Male,1,3,White,Christian_Catholic,5,0,0,1,6,6,6,0,6,0,3,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
75,1.0,611,2.0,126,3.0,1067,5.0,830,2.0,1566,2.0,1238,3.0,2102,2.0,6133,1.0,2267,5.0,1351,3.0,2336,1.0,687,4.0,492,2.0,853,2.0,1341,3.0,693,1.0,627,3.0,157,5.0,896,5.0,604,10s,3,2,2,Female,1,1,Other,Hindu,1,2,0,4,0,5,0,4,3,6,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
76,1.0,704,2.0,1956,5.0,567,1.0,632,3.0,919,1.0,412,1.0,729,3.0,1699,2.0,2394,3.0,902,3.0,1495,5.0,525,1.0,1316,1.0,366,4.0,651,3.0,879,4.0,3778,2.0,5662,5.0,367,5.0,585,20s,2,1,4,Male,1,1,White,Other,1,1,1,6,0,5,3,4,2,5,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
77,4.0,7130,1.0,1281,5.0,961,2.0,1084,4.0,1004,2.0,557,1.0,451,4.0,935,2.0,1098,4.0,984,5.0,867,5.0,865,2.0,691,1.0,471,3.0,735,5.0,1326,4.0,984,2.0,785,2.0,966,2.0,808,20s,3,1,3,Male,2,1,White,Atheist,4,2,1,4,1,1,4,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,1.0,496,5.0,1748,5.0,625,3.0,6251,3.0,1074,1.0,503,2.0,1994,3.0,4029,5.0,2473,5.0,2054,5.0,2280,3.0,1663,4.0,1403,5.0,1168,3.0,189,4.0,850,2.0,1709,4.0,3854,1.0,534,5.0,542,10s,1,1,2,Female,1,1,White,Other,4,1,4,2,0,0,3,2,2,6,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
79,3.0,1085,2.0,2149,5.0,1716,1.0,790,2.0,1162,1.0,690,3.0,139,1.0,2453,3.0,4291,4.0,2184,4.0,2899,5.0,1649,3.0,721,2.0,1274,4.0,1457,3.0,835,4.0,2073,4.0,1780,3.0,2382,4.0,1642,20s,3,1,1,Male,1,1,White,Christian_Other,2,5,0,5,0,5,1,6,0,5,2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1
80,2.0,695,2.0,2220,4.0,1008,2.0,2613,2.0,2836,3.0,1090,2.0,702,1.0,2435,3.0,2012,4.0,1212,4.0,1582,4.0,1378,2.0,1974,3.0,955,4.0,997,3.0,1606,3.0,1208,4.0,973,3.0,712,4.0,1192,20s,2,1,2,Male,1,1,White,Agnostic,2,2,2,5,2,2,3,3,1,3,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
81,1.0,297,2.0,1483,2.0,1393,2.0,553,5.0,527,2.0,818,5.0,662,2.0,852,4.0,688,5.0,388,5.0,932,5.0,411,4.0,332,2.0,378,1.0,523,2.0,973,3.0,402,4.0,486,4.0,835,4.0,446,30s,4,1,2,Female,1,1,White,Other,0,3,0,5,0,3,2,6,1,6,3,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
82,4.0,892,1.0,1314,2.0,2664,2.0,926,1.0,2959,4.0,1574,4.0,1435,1.0,1461,4.0,3411,5.0,792,5.0,1071,3.0,3657,2.0,1635,4.0,609,4.0,2845,1.0,1409,5.0,388,2.0,1347,4.0,790,4.0,2642,10s,2,1,3,Male,1,1,White,Christian_Protestant,5,2,1,2,2,0,1,2,2,5,2,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1
83,1.0,438,5.0,839,5.0,939,1.0,649,5.0,1125,1.0,583,3.0,909,3.0,982,5.0,1500,5.0,1003,1.0,731,4.0,1181,5.0,1084,1.0,773,5.0,835,5.0,681,1.0,795,5.0,694,2.0,1352,5.0,1213,20s,2,1,5,Male,1,1,Black,Agnostic,0,0,0,1,0,2,2,0,6,6,3,2,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1
84,3.0,323,2.0,290,3.0,819,2.0,798,3.0,666,1.0,609,1.0,555,4.0,1542,2.0,1965,4.0,1803,4.0,2951,2.0,1478,4.0,886,2.0,433,2.0,102,4.0,745,3.0,409,2.0,853,3.0,559,3.0,700,10s,2,1,3,Female,2,1,Asian,Atheist,5,3,4,2,2,1,3,4,3,4,2,2,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1
85,2.0,1149,4.0,3205,5.0,1214,1.0,1029,5.0,948,2.0,3038,1.0,787,1.0,1651,2.0,5035,4.0,1188,4.0,2948,4.0,2442,3.0,2151,1.0,1102,2.0,1222,4.0,1436,2.0,1379,3.0,2191,3.0,926,4.0,1049,10s,2,1,5,Male,2,1,Black,Christian_Other,4,2,3,3,2,1,3,2,4,4,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
86,1.0,393,4.0,1026,5.0,632,3.0,1935,5.0,1041,4.0,644,4.0,2555,1.0,1568,4.0,276,4.0,1600,5.0,1032,5.0,1077,5.0,698,4.0,1795,4.0,902,4.0,997,4.0,1017,5.0,1418,3.0,827,1.0,744,20s,2,1,3,Female,1,1,White,Atheist,0,2,2,1,0,6,1,0,3,4,2,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
87,1.0,592,5.0,2330,2.0,1157,1.0,1788,3.0,944,2.0,706,2.0,746,1.0,1622,3.0,2612,4.0,1527,1.0,821,5.0,1527,3.0,1409,4.0,1659,1.0,1049,1.0,969,1.0,794,3.0,937,3.0,820,2.0,1180,10s,1,1,6,Male,2,1,Other,Christian_Catholic,6,3,0,3,4,1,0,4,6,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,2.0,259,1.0,211,4.0,638,1.0,507,4.0,1309,1.0,453,4.0,1074,1.0,1317,3.0,1364,2.0,836,5.0,1320,5.0,1168,3.0,1371,1.0,566,4.0,905,4.0,841,3.0,1844,4.0,1539,3.0,1407,4.0,224,20s,3,1,3,Male,1,1,White,Atheist,1,0,1,1,0,5,0,6,3,6,2,2,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1
89,2.0,355,1.0,626,4.0,689,2.0,5207,3.0,2054,4.0,410,1.0,817,1.0,976,4.0,1385,2.0,701,5.0,591,5.0,1083,4.0,604,5.0,460,2.0,866,5.0,734,4.0,552,2.0,569,2.0,445,1.0,567,20s,3,1,2,Female,2,1,White,Atheist,6,0,1,0,6,0,0,2,6,0,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
90,2.0,514,2.0,2326,4.0,778,1.0,785,2.0,948,2.0,595,2.0,584,1.0,1200,5.0,2180,4.0,981,4.0,1088,5.0,628,4.0,590,1.0,658,4.0,893,5.0,1553,1.0,669,1.0,769,5.0,531,3.0,589,10s,1,1,1,Male,1,1,Black,Atheist,2,1,4,2,2,2,5,0,4,2,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
91,4.0,796,1.0,2282,4.0,2336,2.0,1155,2.0,1408,4.0,983,4.0,1003,2.0,3018,4.0,1516,4.0,2081,2.0,6153,4.0,1330,2.0,1014,5.0,1257,1.0,1725,1.0,1854,4.0,758,5.0,1122,5.0,1042,2.0,1959,40s,3,1,3,Female,2,1,White,Other,1,1,1,2,2,4,2,5,4,4,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
92,3.0,732,1.0,3995,3.0,1373,4.0,1058,3.0,1032,5.0,482,5.0,1235,3.0,2145,4.0,4404,1.0,1519,5.0,1460,1.0,1016,1.0,2256,5.0,1156,3.0,753,3.0,778,1.0,1544,1.0,2185,1.0,1151,3.0,1642,50s,4,1,6,Female,1,2,Black,Hindu,0,6,0,2,1,1,1,7,1,6,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
93,4.0,752,4.0,1851,4.0,1129,2.0,1647,4.0,2039,2.0,953,3.0,1181,3.0,2405,3.0,3412,5.0,2869,5.0,1550,4.0,2267,4.0,1163,4.0,729,2.0,1057,4.0,1506,2.0,676,5.0,984,5.0,1005,4.0,1856,10s,2,1,5,Female,1,1,White,Other,2,2,2,1,4,3,1,5,3,1,3,2,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
94,1.0,1796,3.0,4303,5.0,1926,1.0,1860,5.0,3503,1.0,1290,3.0,5041,1.0,3662,1.0,1785,5.0,3699,3.0,3811,5.0,1390,5.0,1417,2.0,2451,5.0,4962,3.0,3361,1.0,2626,2.0,2907,5.0,2962,5.0,1369,10s,2,1,2,Female,1,1,Other,Christian_Catholic,4,5,1,1,5,5,1,1,6,6,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
95,1.0,459,4.0,1342,5.0,1352,1.0,2110,1.0,1519,1.0,1508,4.0,2574,5.0,1632,1.0,2852,5.0,5881,5.0,3796,1.0,1155,5.0,980,2.0,1103,5.0,699,5.0,1733,2.0,1220,2.0,12720,3.0,663,3.0,6018,20s,2,2,3,Male,1,2,White,Christian_Catholic,5,1,6,6,2,0,1,0,0,4,3,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0
96,1.0,561,1.0,2176,5.0,975,1.0,668,2.0,1311,1.0,622,2.0,1143,5.0,3028,2.0,1831,4.0,814,2.0,1744,5.0,958,4.0,1874,1.0,555,5.0,1489,5.0,1394,1.0,406,2.0,1076,5.0,875,5.0,717,30s,3,2,4,Male,1,2,White,Atheist,7,7,7,7,7,7,7,7,7,7,3,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1
97,3.0,669,1.0,2098,4.0,417,3.0,3105,5.0,2728,4.0,990,5.0,537,1.0,2375,4.0,3983,1.0,2058,5.0,1940,4.0,2537,1.0,1725,5.0,581,4.0,2783,2.0,1155,5.0,1112,5.0,1015,3.0,752,1.0,2467,20s,3,1,1,Male,1,1,White,Christian_Protestant,5,6,0,6,0,0,2,3,0,0,2,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
98,1.0,479,2.0,700,2.0,1430,1.0,780,2.0,1279,2.0,954,2.0,976,1.0,1272,4.0,1089,4.0,902,4.0,1869,5.0,1087,1.0,811,2.0,728,2.0,762,2.0,1205,3.0,8299,3.0,295046,5.0,1000,4.0,953,30s,4,1,2,Female,0,2,White,Other,1,2,2,1,0,5,2,2,5,2,3,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1
99,2.0,1059,2.0,1076,4.0,5323,2.0,800,5.0,2119,2.0,816,2.0,1226,4.0,7057,3.0,850,4.0,483,5.0,2169,5.0,2141,2.0,1200,2.0,813,3.0,890,3.0,1016,1.0,524,4.0,1515,2.0,1156,3.0,1819,10s,1,1,4,Female,1,1,White,Agnostic,1,0,1,2,0,2,3,5,1,0,2,2,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
100,1.0,382,4.0,727,5.0,777,1.0,1370,2.0,985,1.0,562,1.0,587,3.0,11119,2.0,1623,5.0,1680,2.0,1155,4.0,852,4.0,637,2.0,384,4.0,2304,5.0,1372,2.0,503,4.0,1512,4.0,896,3.0,1117,20s,3,2,2,Male,1,1,White,Other,5,2,2,5,0,1,3,3,1,6,1,2,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1
101,1.0,419,1.0,1695,1.0,972,2.0,872,1.0,1049,5.0,460,5.0,493,1.0,1736,3.0,2382,2.0,2768,5.0,545,5.0,12599,1.0,770,5.0,304,2.0,1109,2.0,626,3.0,1406,1.0,1023,4.0,572,1.0,859,20s,2,1,6,Male,1,2,White,Agnostic,2,1,0,4,1,0,0,6,0,4,2,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1
102,1.0,593,4.0,955,4.0,1181,1.0,811,5.0,1614,2.0,677,4.0,425,1.0,3687,2.0,1163,2.0,1364,3.0,1120,5.0,1319,5.0,938,2.0,665,5.0,927,1.0,2067,4.0,1226,2.0,1164,4.0,461,5.0,1066,20s,3,1,2,Male,1,1,Asian,Agnostic,4,2,1,5,0,5,1,2,2,4,3,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
103,2.0,305,1.0,2038,3.0,1009,3.0,1798,4.0,1550,2.0,1321,2.0,1251,2.0,3554,2.0,932,3.0,1331,3.0,4378,1.0,1081,4.0,856,2.0,1824,4.0,669,5.0,721,2.0,674,4.0,2176,4.0,3923,5.0,564,10s,2,2,2,Male,1,1,Asian,Buddhist,6,2,2,0,3,1,3,5,2,6,3,2,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0
104,1.0,497,4.0,892,3.0,1090,3.0,1034,2.0,713,1.0,734,1.0,575,3.0,1066,1.0,10382,4.0,714,3.0,511,5.0,653,2.0,658,2.0,450,3.0,920,2.0,730,4.0,442,4.0,1831,4.0,424,5.0,678,20s,3,2,1,Male,1,1,White,Agnostic,3,1,5,2,1,1,1,1,3,4,3,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
105,1.0,819,3.0,2422,5.0,705,1.0,950,5.0,1012,2.0,786,2.0,2022,3.0,2080,1.0,1426,4.0,1680,4.0,1487,5.0,1125,3.0,2168,2.0,412,4.0,855,4.0,1219,3.0,577,3.0,1102,4.0,598,3.0,1945,40s,4,2,2,Female,1,2,White,Christian_Catholic,5,2,0,6,0,3,5,6,0,3,0,2,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
106,3.0,690,2.0,1141,3.0,1470,1.0,897,4.0,1616,1.0,470,1.0,589,3.0,773,2.0,4124,4.0,1595,3.0,848,5.0,892,4.0,602,1.0,714,5.0,1053,4.0,1162,4.0,610,3.0,778,4.0,608,3.0,1140,10s,1,2,2,Female,2,1,White,Atheist,5,2,2,0,2,1,2,0,3,1,3,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
107,1.0,641,5.0,861,5.0,716,1.0,1835,1.0,845,1.0,636,1.0,463,5.0,1276,1.0,1659,5.0,628,1.0,3074,5.0,1897,5.0,510,1.0,544,5.0,954,5.0,714,1.0,1722,1.0,2188,5.0,516,5.0,1390,10s,2,1,2,Male,1,1,White,Atheist,6,0,5,6,0,0,6,0,0,3,3,2,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
108,2.0,1047,2.0,1378,4.0,811,1.0,808,2.0,1098,4.0,378,1.0,492,1.0,4927,2.0,1201,4.0,1145,5.0,854,5.0,1273,2.0,862,4.0,552,1.0,772,4.0,1097,1.0,561,5.0,1335,4.0,624,4.0,1325,10s,3,1,2,Female,1,1,White,Christian_Protestant,1,5,2,4,1,2,2,2,1,3,2,2,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
109,5.0,541,1.0,1380,1.0,980,2.0,3345,1.0,943,5.0,770,5.0,1670,2.0,2456,5.0,3356,1.0,1398,3.0,2631,4.0,2053,1.0,770,3.0,632,2.0,1318,1.0,938,5.0,594,5.0,2349,1.0,1033,1.0,1175,30s,2,1,3,Female,1,1,Black,Agnostic,1,5,1,6,0,0,0,5,0,6,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
110,3.0,1811,1.0,1190,2.0,538,1.0,431,2.0,493,4.0,562,1.0,905,1.0,353,4.0,1291,4.0,362,5.0,583,5.0,619,4.0,455,5.0,425,3.0,539,3.0,694,4.0,1125,4.0,577,1.0,362,1.0,525,20s,2,1,1,Female,1,1,White,Agnostic,2,2,3,1,2,1,1,1,3,2,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
111,4.0,868,4.0,3885,5.0,1226,1.0,673,5.0,1636,3.0,2006,1.0,1022,1.0,2115,3.0,2065,2.0,1343,5.0,842,5.0,1180,1.0,1009,1.0,976,1.0,647,1.0,893,5.0,695,1.0,826,2.0,834,1.0,1116,50s,2,1,5,Female,1,2,White,Christian_Catholic,5,0,1,6,0,3,0,4,1,2,3,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
112,1.0,566,4.0,1623,4.0,1285,1.0,865,1.0,643,1.0,783,2.0,1220,4.0,1516,1.0,3234,4.0,488,5.0,1440,5.0,1446,4.0,280,2.0,791,2.0,1685,3.0,1816,4.0,1216,2.0,927,3.0,726,4.0,665,20s,3,1,2,Male,1,1,White,Other,1,3,4,5,0,5,1,1,1,6,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
113,3.0,749,3.0,539,4.0,487,2.0,937,3.0,662,2.0,531,3.0,400,1.0,594,5.0,634,4.0,758,5.0,1112,2.0,772,4.0,510,5.0,439,3.0,453,2.0,417,3.0,298,4.0,1015,4.0,706,1.0,442,10s,0,2,3,Male,1,1,Black,Christian_Protestant,2,1,2,2,0,0,1,6,2,6,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
114,1.0,1310,5.0,1418,5.0,1136,1.0,1413,4.0,3874,1.0,1315,4.0,1460,4.0,4127,4.0,3248,5.0,2440,1.0,2933,5.0,2247,5.0,1669,4.0,882,5.0,1066,4.0,3714,1.0,517,4.0,1437,5.0,1157,4.0,1788,30s,4,2,0,Male,1,2,Other,Other,1,1,3,0,2,0,6,5,0,1,1,2,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1
115,1.0,854,5.0,1474,5.0,1072,1.0,769,1.0,1561,1.0,442,1.0,601,2.0,3210,1.0,1117,3.0,1323,1.0,2297,5.0,1193,5.0,565,2.0,1312,4.0,690,4.0,1023,1.0,940,1.0,742,5.0,704,2.0,2071,20s,3,1,3,Female,1,1,Black,Other,1,1,1,4,1,5,5,5,5,5,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
116,1.0,1715,3.0,2656,3.0,28274,1.0,1507,1.0,2263,2.0,6830,2.0,1000,4.0,4260,5.0,3406,4.0,2863,4.0,1902,4.0,1918,1.0,2751,2.0,720,5.0,1933,4.0,978,4.0,1564,2.0,1204,5.0,2422,3.0,5456,30s,4,2,4,Male,1,3,Asian,Hindu,2,1,0,5,1,2,2,3,1,6,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
117,2.0,921,2.0,873,4.0,726,2.0,818,4.0,1205,5.0,518,4.0,518,1.0,2197,5.0,955,3.0,1490,5.0,581,5.0,944,2.0,836,5.0,993,2.0,695,3.0,1164,2.0,854,4.0,1180,4.0,450,1.0,980,20s,3,1,3,Female,1,1,White,Agnostic,5,2,0,0,2,2,2,5,4,4,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
118,1.0,528,5.0,2028,4.0,1674,2.0,763,1.0,738,2.0,1151,3.0,942,4.0,2208,2.0,3347,3.0,1347,5.0,2255,5.0,800,3.0,1034,2.0,1476,3.0,1006,3.0,1217,4.0,581,5.0,1708,4.0,802,5.0,1262,40s,2,1,2,Male,1,3,White,Christian_Protestant,3,2,0,0,1,3,4,0,1,5,2,2,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
119,1.0,419,4.0,813,5.0,794,1.0,740,2.0,681,1.0,474,2.0,659,4.0,1666,4.0,1258,4.0,1273,2.0,1004,4.0,1287,3.0,832,1.0,419,5.0,523,3.0,595,2.0,527,2.0,572,3.0,701,5.0,581,10s,2,1,3,Male,2,1,White,Atheist,4,2,1,2,4,2,4,5,0,3,1,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
120,2.0,450,4.0,871,5.0,857,1.0,542,1.0,752,1.0,499,1.0,557,1.0,1319,1.0,976,2.0,1216,2.0,1098,5.0,702,5.0,767,1.0,345,2.0,1283,4.0,6505,2.0,1100,4.0,2467,4.0,476,4.0,847,20s,3,1,1,Female,1,2,White,Agnostic,2,0,1,1,0,4,0,5,5,4,3,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1
121,2.0,1144,1.0,1483,3.0,1365,3.0,521,2.0,1100,2.0,386,4.0,849,1.0,1275,3.0,2334,2.0,6053,4.0,1146,5.0,2402,2.0,813,2.0,441,1.0,2020,1.0,658,3.0,447,4.0,3080,1.0,475,2.0,1038,10s,2,1,4,Male,1,1,White,Atheist,4,3,0,6,1,5,3,2,0,2,2,2,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1
122,1.0,513,4.0,1604,4.0,690,1.0,601,1.0,1477,1.0,709,1.0,463,5.0,1478,3.0,2473,4.0,1121,2.0,1687,5.0,674,4.0,674,1.0,596,5.0,486,4.0,977,1.0,375,1.0,923,2.0,666,5.0,1362,10s,2,2,2,Male,1,1,White,Agnostic,5,1,1,6,2,3,5,2,0,2,2,2,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
123,1.0,475,1.0,1465,5.0,600,1.0,1184,5.0,759,2.0,1387,2.0,826,1.0,1762,1.0,1526,4.0,417,4.0,580,5.0,1638,5.0,783,4.0,616,4.0,1012,1.0,1678,4.0,1227,1.0,1381,4.0,881,4.0,1286,40s,3,2,2,Male,1,3,White,Agnostic,3,1,1,0,0,0,3,6,5,6,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1
124,1.0,1783,1.0,2443,2.0,2095,2.0,5317,2.0,6947,4.0,5680,5.0,1528,1.0,2895,5.0,2711,2.0,7736,5.0,6867,5.0,2439,5.0,5676,5.0,924,3.0,2916,4.0,2328,5.0,1135,2.0,23358,1.0,8918,1.0,8083,50s,4,2,4,Male,1,2,White,Christian_Protestant,4,4,2,6,0,1,0,6,0,5,2,2,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1
125,1.0,371,5.0,572,5.0,562,1.0,708,1.0,479,1.0,450,1.0,661,5.0,1291,1.0,2303,5.0,752,1.0,995,5.0,1299,5.0,593,1.0,247,5.0,602,5.0,720,1.0,353,1.0,819,5.0,353,5.0,1653,30s,3,1,4,Male,2,1,Asian,Christian_Catholic,0,2,3,4,2,4,6,6,0,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
